"","Revenue.AUD.","cluster"
"42088",127.14,3
"42089",26.51,3
"42090",54.5,3
"42091",108.18,3
"42092",59.06,3
"42093",81.81,3
"42094",45.45,3
"42095",136.27,3
"42096",43.61,3
"42097",99.95,3
"42098",116.8,3
"42099",92.64,3
"42100",72.72,3
"42101",108.98,3
"42102",72.68,3
"42103",499.05,1
"42104",317.13,1
"42105",104.49,3
"42106",80.91,3
"42107",16.4,3
"42108",149,3
"42109",102.11,3
"42110",80.09,3
"42111",118.09,3
"42112",16.92,3
"42113",51.36,3
"42114",345.18,1
"42115",72.46,3
"42116",37.88,3
"42117",331.7,1
"42118",53.64,3
"42119",50,3
"42120",90.82,3
"42121",66.55,3
"42122",72.69,3
"42123",31.05,3
"42124",299.09,1
"42125",471.62,1
"42126",118.14,3
"42127",279.9,1
"42128",63.63,3
"42129",144.55,3
"42130",72.68,3
"42131",50.44,3
"42132",136.32,3
"42133",160,3
"42134",54.53,3
"42135",127.9,3
"42136",30.9,3
"42137",195.25,1
"42138",69.97,3
"42139",61.78,3
"42140",124.96,3
"42141",63.59,3
"42142",136.32,3
"42143",98.18,3
"42144",152.72,3
"42145",81.74,3
"42146",230.88,1
"42147",99.9,3
"42148",126.36,3
"42149",586.36,2
"42150",88.07,3
"42151",0,3
"42152",54.53,3
"42153",71.82,3
"42154",35.6,3
"42155",59.05,3
"42156",764.79,2
"42157",24.71,3
"42158",97.8,3
"42159",101.31,3
"42160",14.11,3
"42161",94.52,3
"42162",59.07,3
"42163",54.5,3
"42164",54.5,3
"42165",97.36,3
"42166",57.24,3
"42167",157.25,3
"42168",145.42,3
"42169",163.51,3
"42170",149.32,3
"42171",172.68,3
"42172",97.19,3
"42173",143.99,3
"42174",313.42,1
"42175",81.77,3
"42176",63.61,3
"42177",263.48,1
"42178",327.16,1
"42179",181.71,1
"42180",269.69,1
"42181",407.36,1
"42182",154.5,3
"42183",63.59,3
"42184",77.19,3
"42185",99.95,3
"42186",236.22,1
"42187",33.37,3
"42188",163.59,3
"42189",81.77,3
"42190",114.46,3
"42191",183.52,1
"42192",272.1,1
"42193",55.05,3
"42194",55.05,3
"42195",54.45,3
"42196",13.78,3
"42197",272.63,1
"42198",26.53,3
"42199",63.63,3
"42200",135.41,3
"42201",353.64,1
"42202",209.04,1
"42203",181.72,1
"42204",34.76,3
"42205",290.87,1
"42206",426.27,1
"42207",44.72,3
"42208",118.14,3
"42209",50.87,3
"42210",163.18,3
"42211",81.77,3
"42212",59.04,3
"42213",67.22,3
"42214",546.32,2
"42215",163.59,3
"42216",158.96,3
"42217",172.68,3
"42218",90.91,3
"42219",113.54,3
"42220",72.67,3
"42221",62.64,3
"42222",336.35,1
"42223",90,3
"42224",44.69,3
"42225",186.2,1
"42226",127.26,3
"42227",136.32,3
"42228",54.5,3
"42229",100,3
"42230",206.74,1
"42231",54.53,3
"42232",91.76,3
"42233",172.68,3
"42234",118.12,3
"42235",116.96,3
"42236",65.41,3
"42237",153.64,3
"42238",109.43,3
"42239",56.97,3
"42240",63.62,3
"42241",172.61,3
"42242",136.35,3
"42243",28.11,3
"42244",162.77,3
"42245",163.59,3
"42246",351.3,1
"42247",79.08,3
"42248",81.81,3
"42249",265.28,1
"42250",163.55,3
"42251",81.8,3
"42252",358.13,1
"42253",181.77,1
"42254",59.03,3
"42255",86.28,3
"42256",77.25,3
"42257",99.09,3
"42258",0,3
"42259",155.46,3
"42260",345.4,1
"42261",0,3
"42262",26.54,3
"42263",54.5,3
"42264",168.1,3
"42265",149.98,3
"42266",127.19,3
"42267",72.69,3
"42268",71.96,3
"42269",50.87,3
"42270",162.68,3
"42271",225.64,1
"42272",95.44,3
"42273",63.59,3
"42274",272.68,1
"42275",163.64,3
"42276",63.64,3
"42277",87.24,3
"42278",127.18,3
"42279",72.68,3
"42280",221.69,1
"42281",135.1,3
"42282",36.1,3
"42283",0,3
"42284",90.91,3
"42285",130.27,3
"42286",73.58,3
"42287",24.92,3
"42288",135.45,3
"42289",159.04,3
"42290",50.87,3
"42291",21.96,3
"42292",63.59,3
"42293",54.5,3
"42294",54.48,3
"42295",81.77,3
"42296",166.05,3
"42297",450,1
"42298",450,1
"42299",190.8,1
"42300",49.97,3
"42301",82.69,3
"42302",136.36,3
"42303",177.27,1
"42304",99.95,3
"42305",70.41,3
"42306",94.51,3
"42307",314.39,1
"42308",21.32,3
"42309",254.55,1
"42310",0,3
"42311",254.55,1
"42312",59.09,3
"42313",0,3
"42314",49.08,3
"42315",94.82,3
"42316",44.51,3
"42317",136.32,3
"42318",118.14,3
"42319",108.14,3
"42320",58.98,3
"42321",134.59,3
"42322",91.36,3
"42323",197.05,1
"42324",118.14,3
"42325",63.59,3
"42326",203.25,1
"42327",108.28,3
"42328",95.02,3
"42329",126.36,3
"42330",81.75,3
"42331",54.55,3
"42332",154.5,3
"42333",181.82,1
"42334",72.68,3
"42335",136.23,3
"42336",0,3
"42337",76.36,3
"42338",254.55,1
"42339",217.23,1
"42340",50.88,3
"42341",135.45,3
"42342",123.6,3
"42343",46.33,3
"42344",72.69,3
"42345",93.13,3
"42346",40.19,3
"42347",74.53,3
"42348",181.77,1
"42349",81.77,3
"42350",71.82,3
"42351",243.48,1
"42352",77.23,3
"42353",90.84,3
"42354",54.55,3
"42355",94.09,3
"42356",135.45,3
"42357",39.99,3
"42358",825.32,2
"42359",199.95,1
"42360",46.3,3
"42361",89.68,3
"42362",72.69,3
"42363",181.73,1
"42364",52.13,3
"42365",145.44,3
"42366",79,3
"42367",69.03,3
"42368",118.14,3
"42369",163.59,3
"42370",234.5,1
"42371",118.13,3
"42372",54.5,3
"42373",154.49,3
"42374",47.26,3
"42375",90.86,3
"42376",135.45,3
"42377",81.8,3
"42378",80.91,3
"42379",161.78,3
"42380",152.61,3
"42381",59.09,3
"42382",79.2,3
"42383",227.23,1
"42384",525.46,2
"42385",81.8,3
"42386",145.36,3
"42387",47.2,3
"42388",0,3
"42389",81.77,3
"42390",215.77,1
"42391",245.45,1
"42392",74.5,3
"42393",168.14,3
"42394",26.55,3
"42395",516.32,1
"42396",63.63,3
"42397",59.89,3
"42398",14.71,3
"42399",492.41,1
"42400",98.07,3
"42401",118.14,3
"42402",118.13,3
"42403",185.19,1
"42404",81.77,3
"42405",99.05,3
"42406",163.58,3
"42407",99.94,3
"42408",72.73,3
"42409",62.49,3
"42410",58.91,3
"42411",74.5,3
"42412",127.27,3
"42413",35.6,3
"42414",100.05,3
"42415",50.44,3
"42416",59.07,3
"42417",78.55,3
"42418",0,3
"42419",0,3
"42420",0,3
"42421",50.15,3
"42422",14.28,3
"42423",299.91,1
"42424",50.09,3
"42425",30.92,3
"42426",81.72,3
"42427",40.14,3
"42428",64.73,3
"42429",595.45,2
"42430",135.45,3
"42431",53.32,3
"42432",150.73,3
"42433",0,3
"42434",371.39,1
"42435",0,3
"42436",254.41,1
"42437",90,3
"42438",35.63,3
"42439",58.1,3
"42440",57.45,3
"42441",71.82,3
"42442",72.69,3
"42443",231.59,1
"42444",236.27,1
"42445",199.87,1
"42446",12.92,3
"42447",99.91,3
"42448",277.08,1
"42449",318.18,1
"42450",232.66,1
"42451",54.5,3
"42452",236.36,1
"42453",99.95,3
"42454",153.5,3
"42455",109.62,3
"42456",54.5,3
"42457",345.45,1
"42458",58.18,3
"42459",89.73,3
"42460",105.36,3
"42461",96.33,3
"42462",135.45,3
"42463",109,3
"42464",131.27,3
"42465",42.74,3
"42466",168.07,3
"42467",161.82,3
"42468",81.8,3
"42469",213.57,1
"42470",44.51,3
"42471",109,3
"42472",192.68,1
"42473",122.67,3
"42474",98.1,3
"42475",51.77,3
"42476",31.78,3
"42477",54.48,3
"42478",128.73,3
"42479",31.97,3
"42480",200,1
"42481",160,3
"42482",63.59,3
"42483",96.53,3
"42484",99.96,3
"42485",159.03,3
"42486",81.77,3
"42487",100,3
"42488",54.55,3
"42489",81.77,3
"42490",153.58,3
"42491",12.87,3
"42492",81.76,3
"42493",212.7,1
"42494",248.08,1
"42495",99.93,3
"42496",125,3
"42497",72.73,3
"42498",277.27,1
"42499",79.5,3
"42500",89.05,3
"42501",72.68,3
"42502",63.6,3
"42503",90.86,3
"42504",193.5,1
"42505",81.77,3
"42506",59.05,3
"42507",31.08,3
"42508",199.82,1
"42509",114.52,3
"42510",188.9,1
"42511",92.64,3
"42512",160,3
"42513",59.05,3
"42514",54.46,3
"42515",189.44,1
"42516",109.09,3
"42517",26.53,3
"42518",21.08,3
"42519",21.08,3
"42520",31.05,3
"42521",68.16,3
"42522",63.59,3
"42523",81.77,3
"42524",81.77,3
"42525",52.17,3
"42526",0,3
"42527",119.88,3
"42528",0,3
"42529",80.91,3
"42530",125.33,3
"42531",22.01,3
"42532",136.32,3
"42533",130.05,3
"42534",180.81,1
"42535",168.1,3
"42536",251.51,1
"42537",71.82,3
"42538",486.08,1
"42539",63.55,3
"42540",109.05,3
"42541",81.82,3
"42542",54.5,3
"42543",115.45,3
"42544",135.45,3
"42545",40.14,3
"42546",0,3
"42547",223.36,1
"42548",157.21,3
"42549",106.67,3
"42550",90,3
"42551",90.86,3
"42552",131.22,3
"42553",75.46,3
"42554",30.15,3
"42555",163.59,3
"42556",272.5,1
"42557",354.4,1
"42558",0,3
"42559",88.58,3
"42560",108.33,3
"42561",100,3
"42562",94.55,3
"42563",107.23,3
"42564",100,3
"42565",168.18,3
"42566",144.55,3
"42567",163.64,3
"42568",81.76,3
"42569",63.59,3
"42570",54.5,3
"42571",266.36,1
"42572",61.27,3
"42573",72.68,3
"42574",154.55,3
"42575",63.59,3
"42576",90.86,3
"42577",31.96,3
"42578",97.71,3
"42579",68.14,3
"42580",63.59,3
"42581",84.01,3
"42582",176.31,3
"42583",81.73,3
"42584",394.41,1
"42585",76.35,3
"42586",141.77,3
"42587",73.59,3
"42588",190.27,1
"42589",262.63,1
"42590",136.32,3
"42591",136.32,3
"42592",26.35,3
"42593",90.86,3
"42594",294.5,1
"42595",279.55,1
"42596",453.64,1
"42597",50.83,3
"42598",63.47,3
"42599",127.23,3
"42600",109.09,3
"42601",145.45,3
"42602",73.55,3
"42603",137.45,3
"42604",122.55,3
"42605",149.95,3
"42606",81.77,3
"42607",227.27,1
"42608",135.41,3
"42609",586.08,2
"42610",99.05,3
"42611",76.82,3
"42612",76.82,3
"42613",109.09,3
"42614",99.99,3
"42615",108.18,3
"42616",320.86,1
"42617",63.59,3
"42618",29.05,3
"42619",68.18,3
"42620",40.14,3
"42621",131.77,3
"42622",150,3
"42623",106.25,3
"42624",42.88,3
"42625",17.24,3
"42626",82.89,3
"42627",99.46,3
"42628",44.69,3
"42629",390.76,1
"42630",99.91,3
"42631",0,3
"42632",163.6,3
"42633",127.23,3
"42634",124.23,3
"42635",81.05,3
"42636",74.46,3
"42637",100,3
"42638",177.17,1
"42639",136.23,3
"42640",90.91,3
"42641",65.44,3
"42642",44.72,3
"42643",163.5,3
"42644",54.46,3
"42645",61.05,3
"42646",154.5,3
"42647",95.33,3
"42648",204.43,1
"42649",199.95,1
"42650",89.06,3
"42651",92.72,3
"42652",81.77,3
"42653",101.09,3
"42654",61.82,3
"42655",190,1
"42656",109.08,3
"42657",174.55,3
"42658",145.37,3
"42659",30.9,3
"42660",109.09,3
"42661",305.29,1
"42662",54.5,3
"42663",135.37,3
"42664",508.18,1
"42665",0,3
"42666",44.69,3
"42667",81.77,3
"42668",101.82,3
"42669",72.68,3
"42670",354.49,1
"42671",231.54,1
"42672",56.34,3
"42673",63.54,3
"42674",70.59,3
"42675",63.63,3
"42676",199.05,1
"42677",94.46,3
"42678",199.09,1
"42679",235.16,1
"42680",211.05,1
"42681",163.64,3
"42682",53.78,3
"42683",60.38,3
"42684",72.72,3
"42685",59.06,3
"42686",254.5,1
"42687",81.8,3
"42688",72.68,3
"42689",90.91,3
"42690",198.82,1
"42691",409.82,1
"42692",115.76,3
"42693",81.73,3
"42694",109.05,3
"42695",0,3
"42696",130.82,3
"42697",72.27,3
"42698",81.77,3
"42699",90.82,3
"42700",172.64,3
"42701",54.53,3
"42702",81.76,3
"42703",118.13,3
"42704",80.91,3
"42705",86.01,3
"42706",53.32,3
"42707",44,3
"42708",0,3
"42709",27.96,3
"42710",63.59,3
"42711",63.59,3
"42712",138.06,3
"42713",72.68,3
"42714",153.64,3
"42715",410.2,1
"42716",167.93,3
"42717",571.01,2
"42718",68.15,3
"42719",47.73,3
"42720",52.58,3
"42721",156.23,3
"42722",14.69,3
"42723",199.09,1
"42724",72.72,3
"42725",72.68,3
"42726",63.59,3
"42727",101.78,3
"42728",80.91,3
"42729",335.36,1
"42730",142.15,3
"42731",147.18,3
"42732",61.74,3
"42733",181.94,1
"42734",480.15,1
"42735",113.56,3
"42736",227.26,1
"42737",307.97,1
"42738",109.05,3
"42739",177.18,1
"42740",23.37,3
"42741",26.53,3
"42742",172.68,3
"42743",118.14,3
"42744",26.54,3
"42745",0,3
"42746",81.87,3
"42747",47.24,3
"42748",18.37,3
"42749",317.22,1
"42750",169.88,3
"42751",413.64,1
"42752",238,1
"42753",62.73,3
"42754",85.41,3
"42755",99.95,3
"42756",111.54,3
"42757",109.08,3
"42758",90.14,3
"42759",79.05,3
"42760",33.19,3
"42761",59.09,3
"42762",154.5,3
"42763",74.05,3
"42764",81.77,3
"42765",63.57,3
"42766",50,3
"42767",290.77,1
"42768",54.55,3
"42769",190.86,1
"42770",106.27,3
"42771",63.6,3
"42772",99.09,3
"42773",209.05,1
"42774",127.26,3
"42775",21.78,3
"42776",21.78,3
"42777",172.62,3
"42778",117.27,3
"42779",63.59,3
"42780",50.87,3
"42781",90,3
"42782",309.92,1
"42783",131.33,3
"42784",54.45,3
"42785",59,3
"42786",124.6,3
"42787",95.41,3
"42788",69.95,3
"42789",436.15,1
"42790",140.83,3
"42791",154.5,3
"42792",162.72,3
"42793",171.82,3
"42794",235.36,1
"42795",54.54,3
"42796",26.54,3
"42797",263.61,1
"42798",116.54,3
"42799",12.74,3
"42800",63.64,3
"42801",272.27,1
"42802",59.05,3
"42803",83.61,3
"42804",159.45,3
"42805",54.55,3
"42806",46.3,3
"42807",106.15,3
"42808",127.23,3
"42809",99.95,3
"42810",65.45,3
"42811",145.45,3
"42812",135.45,3
"42813",254.4,1
"42814",136.27,3
"42815",72.7,3
"42816",0.07,3
"42817",235.14,1
"42818",269.25,1
"42819",403.5,1
"42820",326.25,1
"42821",41.55,3
"42822",81.77,3
"42823",107.77,3
"42824",371.81,1
"42825",206.75,1
"42826",145.41,3
"42827",200,1
"42828",137.45,3
"42829",171.82,3
"42830",65.45,3
"42831",49.93,3
"42832",304.5,1
"42833",116.29,3
"42834",81.68,3
"42835",236.23,1
"42836",54.46,3
"42837",21.5,3
"42838",81.81,3
"42839",199.98,1
"42840",199.09,1
"42841",286.21,1
"42842",109,3
"42843",234.78,1
"42844",391.73,1
"42845",50.89,3
"42846",44.69,3
"42847",12.87,3
"42848",117.42,3
"42849",162.73,3
"42850",135.45,3
"42851",246.13,1
"42852",46.32,3
"42853",54.55,3
"42854",88.63,3
"42855",182.82,1
"42856",65.43,3
"42857",50.87,3
"42858",449,1
"42859",354.43,1
"42860",140.77,3
"42861",93.59,3
"42862",59.09,3
"42863",72.68,3
"42864",50.9,3
"42865",131.81,3
"42866",140.85,3
"42867",54.47,3
"42868",118.18,3
"42869",113.5,3
"42870",63.59,3
"42871",17.42,3
"42872",422.03,1
"42873",101.78,3
"42874",0,3
"42875",47.23,3
"42876",120.37,3
"42877",63.59,3
"42878",90.91,3
"42879",661.82,2
"42880",46.78,3
"42881",17.24,3
"42882",26.33,3
"42883",181.55,1
"42884",152.27,3
"42885",135.86,3
"42886",35.63,3
"42887",79.08,3
"42888",0,3
"42889",26.51,3
"42890",134.04,3
"42891",72.68,3
"42892",95.41,3
"42893",68.14,3
"42894",104.46,3
"42895",20.44,3
"42896",77.28,3
"42897",99.95,3
"42898",35.61,3
"42899",198.75,1
"42900",54.5,3
"42901",217.72,1
"42902",108.37,3
"42903",90.84,3
"42904",53.64,3
"42905",163.62,3
"42906",286.17,1
"42907",70.41,3
"42908",56.82,3
"42909",277.36,1
"42910",44.69,3
"42911",213.09,1
"42912",35.45,3
"42913",253.64,1
"42914",35.6,3
"42915",59.05,3
"42916",77.1,3
"42917",35.6,3
"42918",281.77,1
"42919",50.91,3
"42920",171.82,3
"42921",108.18,3
"42922",190.82,1
"42923",735.85,2
"42924",170.91,3
"42925",254.41,1
"42926",180.33,1
"42927",39.25,3
"42928",145.41,3
"42929",25.87,3
"42930",66.77,3
"42931",0,3
"42932",66.87,3
"42933",86.37,3
"42934",100,3
"42935",63.59,3
"42936",54.5,3
"42937",295.3,1
"42938",81.77,3
"42939",35.61,3
"42940",118.09,3
"42941",136.36,3
"42942",136.36,3
"42943",0,3
"42944",144.55,3
"42945",72.68,3
"42946",127.23,3
"42947",193.64,1
"42948",154.5,3
"42949",3.92,3
"42950",180.91,1
"42951",262.73,1
"42952",98.18,3
"42953",0,3
"42954",279.53,1
"42955",129.19,3
"42956",1127.27,2
"42957",178.69,1
"42958",144.5,3
"42959",87.23,3
"42960",21.32,3
"42961",63.59,3
"42962",327.28,1
"42963",163.59,3
"42964",135.45,3
"42965",54.5,3
"42966",63.59,3
"42967",160.3,3
"42968",109.09,3
"42969",60,3
"42970",155.32,3
"42971",253.64,1
"42972",190.4,1
"42973",109,3
"42974",218.12,1
"42975",72.72,3
"42976",262.73,1
"42977",171.82,3
"42978",299.09,1
"42979",90,3
"42980",76.64,3
"42981",149.95,3
"42982",18.36,3
"42983",136.36,3
"42984",181.09,1
"42985",84.07,3
"42986",305.23,1
"42987",107.91,3
"42988",135.41,3
"42989",95.45,3
"42990",43.65,3
"42991",35.43,3
"42992",446.15,1
"42993",449.85,1
"42994",0,3
"42995",0,3
"42996",50,3
"42997",76.32,3
"42998",180.18,1
"42999",54.5,3
"43000",190.91,1
"43001",119.9,3
"43002",107.82,3
"43003",717.27,2
"43004",35.6,3
"43005",115.55,3
"43006",240.75,1
"43007",324.97,1
"43008",99.91,3
"43009",72.66,3
"43010",621.63,2
"43011",0,3
"43012",104.49,3
"43013",63.59,3
"43014",112.73,3
"43015",63.18,3
"43016",188.62,1
"43017",222.73,1
"43018",81.77,3
"43019",254.55,1
"43020",500,1
"43021",54.53,3
"43022",63.59,3
"43023",17.42,3
"43024",145.36,3
"43025",109,3
"43026",90.86,3
"43027",248.33,1
"43028",28.15,3
"43029",218.18,1
"43030",163.57,3
"43031",125.06,3
"43032",115.82,3
"43033",71.77,3
"43034",51.81,3
"43035",37.44,3
"43036",163.54,3
"43037",127.23,3
"43038",42.7,3
"43039",86.23,3
"43040",35.63,3
"43041",72.68,3
"43042",153.36,3
"43043",0,3
"43044",338.99,1
"43045",137.14,3
"43046",61.32,3
"43047",199.92,1
"43048",145.41,3
"43049",72.68,3
"43050",53.64,3
"43051",59.05,3
"43052",90.91,3
"43053",65.43,3
"43054",81.82,3
"43055",172.61,3
"43056",218.06,1
"43057",47.27,3
"43058",77.73,3
"43059",118.09,3
"43060",43.78,3
"43061",181.77,1
"43062",50,3
"43063",127.18,3
"43064",217.22,1
"43065",0,3
"43066",131.77,3
"43067",136.32,3
"43068",77.32,3
"43069",90.86,3
"43070",107.73,3
"43071",26.51,3
"43072",63.59,3
"43073",63.59,3
"43074",145.44,3
"43075",231.68,1
"43076",44.69,3
"43077",353.64,1
"43078",482.6,1
"43079",44.73,3
"43080",81.77,3
"43081",178.16,1
"43082",24.1,3
"43083",231.76,1
"43084",317.18,1
"43085",77.27,3
"43086",0,3
"43087",283.53,1
"43088",59.05,3
"43089",154.5,3
"43090",72.68,3
"43091",149.86,3
"43092",39.96,3
"43093",65.45,3
"43094",81.77,3
"43095",307.23,1
"43096",54.5,3
"43097",134.04,3
"43098",226.27,1
"43099",443.59,1
"43100",527.13,2
"43101",232.72,1
"43102",99.95,3
"43103",29.28,3
"43104",84.07,3
"43105",56.28,3
"43106",21.78,3
"43107",44.28,3
"43108",113.59,3
"43109",31.08,3
"43110",86.36,3
"43111",506.1,1
"43112",171.05,3
"43113",161.98,3
"43114",136.32,3
"43115",136.32,3
"43116",136.32,3
"43117",168.09,3
"43118",63.59,3
"43119",194.46,1
"43120",233.56,1
"43121",109.09,3
"43122",89.73,3
"43123",137.45,3
"43124",236.32,1
"43125",45.45,3
"43126",218.08,1
"43127",512.67,1
"43128",0,3
"43129",86.23,3
"43130",31.08,3
"43131",90.85,3
"43132",118.14,3
"43133",109.27,3
"43134",126.36,3
"43135",100,3
"43136",90,3
"43137",71.82,3
"43138",98.03,3
"43139",35.64,3
"43140",72.68,3
"43141",90.86,3
"43142",41.91,3
"43143",81.81,3
"43144",316.3,1
"43145",67.73,3
"43146",106.8,3
"43147",212.37,1
"43148",81.77,3
"43149",42.87,3
"43150",72.64,3
"43151",79.08,3
"43152",118.17,3
"43153",71.82,3
"43154",26.51,3
"43155",135.45,3
"43156",71.82,3
"43157",44.69,3
"43158",118.18,3
"43159",61.78,3
"43160",81.75,3
"43161",54.5,3
"43162",159.05,3
"43163",89.05,3
"43164",104.46,3
"43165",198.95,1
"43166",59,3
"43167",136.32,3
"43168",0,3
"43169",135.45,3
"43170",172.59,3
"43171",162.73,3
"43172",81.85,3
"43173",75.46,3
"43174",145.3,3
"43175",99.91,3
"43176",90.33,3
"43177",45.45,3
"43178",49.55,3
"43179",118.09,3
"43180",109.8,3
"43181",60.91,3
"43182",42.9,3
"43183",144.5,3
"43184",127.27,3
"43185",116.29,3
"43186",118.14,3
"43187",103.64,3
"43188",63.59,3
"43189",44.51,3
"43190",104.46,3
"43191",95.37,3
"43192",59.05,3
"43193",80.59,3
"43194",81.05,3
"43195",178.14,1
"43196",61.83,3
"43197",109.05,3
"43198",106.27,3
"43199",97.22,3
"43200",109.05,3
"43201",65.42,3
"43202",254.5,1
"43203",136.32,3
"43204",309.88,1
"43205",227.13,1
"43206",151.96,3
"43207",86.35,3
"43208",90.91,3
"43209",143.19,3
"43210",79.08,3
"43211",81.77,3
"43212",180.91,1
"43213",109.09,3
"43214",98.18,3
"43215",45.45,3
"43216",53.64,3
"43217",72.73,3
"43218",54.54,3
"43219",231.36,1
"43220",111.81,3
"43221",62.72,3
"43222",252.27,1
"43223",95.45,3
"43224",79.03,3
"43225",76.36,3
"43226",127.2,3
"43227",92.68,3
"43228",118.18,3
"43229",426.22,1
"43230",97.18,3
"43231",87.83,3
"43232",105.4,3
"43233",172.64,3
"43234",72.64,3
"43235",790.84,2
"43236",107.19,3
"43237",113.28,3
"43238",187.26,1
"43239",198.17,1
"43240",358.05,1
"43241",106.68,3
"43242",199.95,1
"43243",270.26,1
"43244",135.45,3
"43245",100,3
"43246",216.17,1
"43247",122.71,3
"43248",90.86,3
"43249",272.68,1
"43250",347.7,1
"43251",127.21,3
"43252",86.27,3
"43253",90.89,3
"43254",90.86,3
"43255",190,1
"43256",100,3
"43257",40.01,3
"43258",215.44,1
"43259",126.36,3
"43260",0,3
"43261",72,3
"43262",81.77,3
"43263",81.82,3
"43264",66.27,3
"43265",90.9,3
"43266",87.21,3
"43267",91.31,3
"43268",68.18,3
"43269",54.5,3
"43270",397.22,1
"43271",126.32,3
"43272",145.41,3
"43273",181.77,1
"43274",236.36,1
"43275",37.32,3
"43276",63.59,3
"43277",36.5,3
"43278",809.77,2
"43279",269.97,1
"43280",94.51,3
"43281",37.24,3
"43282",63.59,3
"43283",127.59,3
"43284",65.4,3
"43285",136.32,3
"43286",127.23,3
"43287",224.78,1
"43288",62.73,3
"43289",172.56,3
"43290",35.63,3
"43291",93.47,3
"43292",59.05,3
"43293",123.6,3
"43294",1118.07,2
"43295",63.59,3
"43296",90.86,3
"43297",211.91,1
"43298",70.36,3
"43299",95.39,3
"43300",81.8,3
"43301",312.66,1
"43302",53.32,3
"43303",44.51,3
"43304",72.68,3
"43305",118.18,3
"43306",253.25,1
"43307",192.63,1
"43308",59.02,3
"43309",204.47,1
"43310",226.36,1
"43311",72.71,3
"43312",49.06,3
"43313",62.27,3
"43314",72.82,3
"43315",172.68,3
"43316",271.82,1
"43317",90.45,3
"43318",153.82,3
"43319",90.91,3
"43320",54.54,3
"43321",136.36,3
"43322",50,3
"43323",115.87,3
"43324",21.96,3
"43325",81.73,3
"43326",109.09,3
"43327",90.9,3
"43328",135.37,3
"43329",49.91,3
"43330",181.72,1
"43331",122.91,3
"43332",63.59,3
"43333",118.18,3
"43334",184.09,1
"43335",63.57,3
"43336",49.93,3
"43337",44.69,3
"43338",37.43,3
"43339",78.55,3
"43340",263.64,1
"43341",214.45,1
"43342",237.52,1
"43343",180,1
"43344",0,3
"43345",261.55,1
"43346",163.61,3
"43347",49.04,3
"43348",149.01,3
"43349",160.46,3
"43350",35.17,3
"43351",656.15,2
"43352",216.86,1
"43353",190.82,1
"43354",81.75,3
"43355",65.42,3
"43356",127.27,3
"43357",178.1,1
"43358",71.47,3
"43359",77.23,3
"43360",118.18,3
"43361",181.77,1
"43362",126.36,3
"43363",89.94,3
"43364",153,3
"43365",54.5,3
"43366",136.36,3
"43367",24.12,3
"43368",79.08,3
"43369",62.73,3
"43370",116.5,3
"43371",108.36,3
"43372",113.64,3
"43373",72.72,3
"43374",54.5,3
"43375",55.43,3
"43376",63.59,3
"43377",90.91,3
"43378",81.77,3
"43379",263.64,1
"43380",95.36,3
"43381",63.6,3
"43382",30.87,3
"43383",26.51,3
"43384",1060.91,2
"43385",135.45,3
"43386",278.21,1
"43387",118.14,3
"43388",185.8,1
"43389",244.55,1
"43390",81.77,3
"43391",90.91,3
"43392",109.09,3
"43393",47.68,3
"43394",25.64,3
"43395",271.82,1
"43396",136.32,3
"43397",172.66,3
"43398",135.45,3
"43399",90.9,3
"43400",185.37,1
"43401",81.81,3
"43402",65,3
"43403",223.37,1
"43404",425.57,1
"43405",262.62,1
"43406",131.34,3
"43407",109.07,3
"43408",54.51,3
"43409",245.41,1
"43410",81.81,3
"43411",122.62,3
"43412",93.12,3
"43413",86.27,3
"43414",59.05,3
"43415",147.99,3
"43416",227.64,1
"43417",245.45,1
"43418",199.9,1
"43419",221.77,1
"43420",44.51,3
"43421",186.31,1
"43422",79.55,3
"43423",174.47,3
"43424",145.39,3
"43425",145.37,3
"43426",0,3
"43427",0,3
"43428",77.21,3
"43429",107.91,3
"43430",90.86,3
"43431",72,3
"43432",72.72,3
"43433",34.69,3
"43434",172.73,3
"43435",81.82,3
"43436",40.17,3
"43437",181.77,1
"43438",181.77,1
"43439",135.45,3
"43440",76.79,3
"43441",54.5,3
"43442",59.09,3
"43443",98.14,3
"43444",51.81,3
"43445",227.22,1
"43446",288.08,1
"43447",98.73,3
"43448",89.47,3
"43449",240.73,1
"43450",109.08,3
"43451",150.41,3
"43452",72.68,3
"43453",202.27,1
"43454",183.54,1
"43455",67.23,3
"43456",183.9,1
"43457",999.94,2
"43458",79.96,3
"43459",43.82,3
"43460",154.5,3
"43461",163.59,3
"43462",18.45,3
"43463",172.73,3
"43464",90.91,3
"43465",71.96,3
"43466",319.13,1
"43467",38.14,3
"43468",58.15,3
"43469",37.88,3
"43470",65.87,3
"43471",61.68,3
"43472",90.86,3
"43473",99.86,3
"43474",154.42,3
"43475",44.69,3
"43476",123.56,3
"43477",254.44,1
"43478",63.59,3
"43479",109.09,3
"43480",241.7,1
"43481",226.27,1
"43482",126.36,3
"43483",78.12,3
"43484",452.27,1
"43485",163.61,3
"43486",317.23,1
"43487",81.77,3
"43488",188.5,1
"43489",99.91,3
"43490",154.21,3
"43491",27.46,3
"43492",70.4,3
"43493",35.6,3
"43494",186.35,1
"43495",54.5,3
"43496",63.59,3
"43497",152.92,3
"43498",130,3
"43499",99.91,3
"43500",179.95,1
"43501",90.91,3
"43502",49.55,3
"43503",240.76,1
